start_date,personal_info,end_date,salary,duration,student_id,high_perc,high_spec,mba_spec,second_perc,degree_perc,placed,experience_years,employability_perc,mba_perc,work_experience,degree_type,smell
,Jennifer Anderson,,22607.0,3.0,85897047,60.11,Commerce,Mkt&HR,77.31,66.48,True,1,50.36,57.26,False,Comm&Mgmt,False
,Dominic Reed,2020-10-28,,,838891522,62.92,Science,Mkt&HR,76.17,60.66,False,1,61.34,65.63,False,Sci&Tech,False
,"Brandon Kelly, 1999-08-12, M",2020-05-15,28061.0,3.0,271027573,75.81,Commerce,Mkt&HR,86.0,69.93,True,1,74.27,62.34,True,Comm&Mgmt,True
2020-01-01,Sarah Galvan,2020-08-13,,6.0,991583166,60.28,Arts,Mkt&Fin,53.06,62.73,False,1,58.51,63.78,False,Comm&Mgmt,False
,Robin Anderson,2021-01-10,25449.0,12.0,753875490,63.4,Science,Mkt&Fin,70.69,69.81,True,1,72.59,52.94,False,Comm&Mgmt,False
2020-01-04,"Ashley Williams, 2003-06-05, F",2020-11-03,26307.0,6.0,480409024,60.16,Science,Mkt&HR,46.22,60.95,True,1,75.62,60.97,False,Sci&Tech,True
2020-06-20,Lisa Flynn,,,,976687258,71.11,Science,Mkt&Fin,65.02,60.15,True,1,76.62,55.35,False,Comm&Mgmt,False
2020-02-28,Jennifer Browning,2020-09-18,30186.0,6.0,253561418,67.25,Science,Mkt&HR,70.26,69.62,False,1,71.27,66.51,False,Comm&Mgmt,False
,"Chelsea Clark, 2003-12-10, F",2020-05-22,,3.0,791350886,79.45,Commerce,Mkt&Fin,62.16,61.5,True,1,72.16,66.73,False,Comm&Mgmt,True
2020-04-30,"Christopher Downs, 2002-10-16, M",2020-08-09,25707.0,3.0,175211473,68.78,Science,Mkt&HR,76.47,73.62,True,1,96.97,68.48,True,Sci&Tech,True
,Daniel Ramos,,,,497727225,45.5,Commerce,Mkt&HR,71.1,61.02,False,1,63.74,57.91,False,Comm&Mgmt,False
2020-01-04,Shannon Haynes,2020-12-07,28133.0,12.0,525717731,66.7,Science,Mkt&HR,55.38,62.51,True,1,69.44,55.12,True,Comm&Mgmt,False
,Amy Ray,2020-11-27,,12.0,397513878,72.58,Commerce,Mkt&HR,75.66,78.32,True,1,83.89,60.47,True,Comm&Mgmt,False
,"William Mcbride, 2003-07-21, M",2020-07-18,32897.0,,785333668,65.82,Science,Mkt&HR,58.4,60.99,True,1,54.64,61.54,True,Comm&Mgmt,True
2020-01-14,John Hansen,2020-05-08,,,438929597,55.57,Commerce,Mkt&Fin,60.91,60.42,False,1,86.84,53.29,True,Sci&Tech,False
2020-01-01,"Robert Arias, 1998-09-26, M",,30645.0,6.0,558004178,71.46,Commerce,Mkt&Fin,67.94,61.5,True,1,52.51,63.53,True,Comm&Mgmt,True
,"Debbie Rogers, 2001-10-11, F",2020-12-03,,,529711015,62.18,Science,Mkt&Fin,61.49,77.2,True,1,86.95,61.26,False,Comm&Mgmt,True
2020-01-01,Elizabeth Cooper,2020-08-27,22189.0,6.0,478824954,66.01,Commerce,Mkt&Fin,63.4,67.68,True,1,75.84,52.07,False,Comm&Mgmt,False
2020-01-01,"Ana Green, 2004-04-23, F",2020-07-26,,,648571505,82.08,Science,Mkt&Fin,75.11,81.42,True,1,78.32,69.39,False,Comm&Mgmt,True
2020-02-26,Daniel Ramirez,2020-09-07,30499.0,6.0,558467839,74.23,Science,Mkt&Fin,77.82,78.17,False,1,87.99,66.21,True,Comm&Mgmt,False
2020-02-15,"Jenny Massey, 2005-09-17, F",2020-06-03,26755.0,3.0,254941019,73.11,Commerce,Mkt&Fin,76.09,72.09,True,1,51.52,68.1,False,Comm&Mgmt,True
2020-01-22,Michelle Warren,2020-05-11,28874.0,3.0,887224995,60.04,Science,Mkt&Fin,68.26,70.6,True,1,54.28,71.53,False,Comm&Mgmt,False
2020-01-01,"Christina Ramirez, 1999-04-21, F",2020-09-11,,12.0,79337101,97.7,Commerce,Mkt&Fin,84.39,90.01,True,1,91.02,76.27,False,Comm&Mgmt,True
2020-01-01,"Debra Chavez, 2002-05-17, F",2020-07-27,,,261938339,57.58,Commerce,Mkt&Fin,75.04,64.91,True,1,79.91,62.94,False,Comm&Mgmt,True
,"Luis Moore, 2003-02-14, M",2020-04-17,34009.0,6.0,813102666,76.82,Commerce,Mkt&Fin,80.11,74.69,True,1,56.02,68.87,True,Sci&Tech,True
2020-01-01,"Amy Chen, 2004-02-18, F",2020-10-18,26272.0,,692826539,63.37,Commerce,Mkt&Fin,78.16,57.11,True,1,60.84,62.42,False,Comm&Mgmt,True
,"Erica Alvarez, 2001-02-23, F",2020-09-07,31350.0,,493697469,57.78,Commerce,Mkt&Fin,47.78,72.04,True,1,72.03,56.69,True,Comm&Mgmt,True
2020-01-01,"William Gill, 2004-09-23, M",2020-08-21,,6.0,916941626,70.7,Commerce,Mkt&Fin,78.81,79.33,True,1,61.95,64.99,True,Sci&Tech,True
2020-01-06,Charles Johnson,,24891.0,3.0,401049148,70.63,Commerce,Mkt&Fin,68.39,71.11,True,1,88.08,63.16,True,Comm&Mgmt,False
2020-06-06,"Danny Espinoza, 1999-08-05, M",2021-01-06,34162.0,,223438197,68.78,Science,Mkt&Fin,58.65,54.65,True,1,86.57,61.8,True,Comm&Mgmt,True
2020-04-22,"Lauren Campbell, 2003-03-30, F",2020-05-10,24054.0,3.0,103570209,71.86,Commerce,Mkt&Fin,62.82,63.57,True,1,62.99,59.56,False,Comm&Mgmt,True
2020-01-01,"Edward Brown, 1998-09-10, M",2020-05-08,27927.0,3.0,56058576,57.35,Commerce,Mkt&HR,75.25,70.46,True,1,67.55,52.67,False,Comm&Mgmt,True
2020-06-11,Jesus Myers,2020-11-15,25458.0,,246358369,52.13,Science,Mkt&HR,47.91,52.17,False,1,61.43,51.83,False,Comm&Mgmt,False
2020-01-01,"Michael Gutierrez, 2000-08-01, M",2020-07-11,,6.0,40709509,58.27,Science,Mkt&Fin,77.88,64.83,True,1,86.9,72.33,True,Comm&Mgmt,True
2020-01-03,"Jessica Barker, 2001-07-09, F",2020-07-10,26601.0,3.0,852558962,59.92,Commerce,Mkt&HR,55.73,59.27,False,1,67.86,61.12,False,Comm&Mgmt,True
2020-01-01,"Derek Jackson, 2004-11-04, M",2020-06-10,24043.0,3.0,903904418,75.24,Commerce,Mkt&Fin,67.96,64.47,True,1,62.12,70.81,False,Comm&Mgmt,True
2020-07-27,"David Snyder, 2004-04-19, M",2021-01-13,27612.0,,512381237,82.03,Commerce,Mkt&HR,80.63,73.69,True,1,77.59,71.69,False,Comm&Mgmt,True
2020-07-17,"Robert Hall, 2004-08-21, M",2020-04-18,22949.0,3.0,894844737,78.97,Commerce,Mkt&Fin,71.66,65.68,True,1,74.52,65.32,False,Sci&Tech,True
2020-01-01,Ashley Mitchell,,33988.0,,395691211,54.41,Commerce,Mkt&HR,63.38,67.32,True,1,53.22,68.06,False,Comm&Mgmt,False
2020-01-01,Kevin Wright,2020-10-28,23328.0,,600402764,69.45,Commerce,Mkt&Fin,80.13,73.15,True,1,58.13,62.11,False,Comm&Mgmt,False
2020-06-21,"Lynn Smith, 2001-08-26, F",2020-10-19,28151.0,,968630476,62.57,Science,Mkt&HR,54.86,77.06,False,1,52.02,59.43,False,Comm&Mgmt,True
2020-01-04,Jessica Whitaker,2020-09-02,,6.0,280172286,50.74,Arts,Mkt&HR,50.87,66.81,False,1,87.47,56.71,True,Comm&Mgmt,False
,George Peterson,,28825.0,,814815391,67.2,Science,Mkt&HR,69.77,50.79,True,1,73.51,60.57,False,Comm&Mgmt,False
2020-06-18,"Timothy Cardenas, 2003-09-07, M",2020-10-18,26244.0,6.0,468381150,74.55,Arts,Mkt&HR,73.67,65.91,True,1,65.31,62.37,True,Others,True
2020-01-01,Antonio Bryan,2020-03-29,32546.0,3.0,766935141,74.29,Commerce,Mkt&HR,67.24,78.49,True,1,70.02,62.55,True,Comm&Mgmt,False
,Darryl Frost,,,6.0,386114313,87.15,Commerce,Mkt&Fin,80.71,69.72,True,1,59.21,62.96,True,Comm&Mgmt,False
,"Karen Wiggins, 2003-06-06, F",2020-04-04,41016.0,3.0,272315880,68.05,Science,Mkt&Fin,52.74,71.3,True,1,92.47,63.67,True,Sci&Tech,True
,Christopher Wells,,33558.0,3.0,962568386,79.23,Commerce,Mkt&Fin,75.71,66.56,True,1,74.79,67.91,True,Comm&Mgmt,False
2020-02-27,"Timothy Thompson, 2005-07-23, M",2020-07-05,25401.0,3.0,775131796,59.74,Commerce,Mkt&Fin,56.5,62.55,True,1,51.59,61.68,False,Sci&Tech,True
2020-05-08,Stacy Robles,2020-10-10,25793.0,,950613765,44.0,Science,Mkt&Fin,56.52,58.06,False,1,66.48,60.89,False,Sci&Tech,False
,"Nicholas Herrera, 2002-02-23, M",,,3.0,669053056,78.44,Commerce,Mkt&Fin,74.79,80.76,True,1,66.6,58.7,False,Comm&Mgmt,True
2020-01-05,Lauren Carlson,2020-06-19,26043.0,6.0,609831372,45.38,Science,Mkt&Fin,70.68,68.86,False,1,86.41,59.82,False,Sci&Tech,False
2020-01-29,Timothy Palmer,2020-06-22,31154.0,6.0,380703707,57.99,Commerce,Mkt&HR,63.04,61.11,True,1,71.22,60.57,False,Sci&Tech,False
2020-01-01,"Roy Sutton, 1998-12-08, M",2020-09-14,,12.0,543474507,61.69,Science,Mkt&HR,51.33,64.17,False,1,69.59,55.95,True,Comm&Mgmt,True
2020-01-16,Summer Fields,2020-07-11,21475.0,,895880773,77.06,Commerce,Mkt&HR,71.5,71.09,True,1,53.83,74.95,True,Comm&Mgmt,False
,"Sherry Williams, 2005-09-24, F",2020-06-01,21268.0,3.0,505390246,68.12,Science,Mkt&Fin,67.52,73.84,True,1,83.07,66.66,True,Comm&Mgmt,True
2020-03-20,Nathan Simmons,,23915.0,,948891753,67.94,Science,Mkt&HR,69.68,61.78,True,1,54.73,53.46,False,Comm&Mgmt,False
2020-01-30,Jason Hodge,2020-09-19,25516.0,3.0,792266901,60.73,Science,Mkt&Fin,63.45,58.4,True,1,91.23,62.03,False,Comm&Mgmt,False
2020-01-08,"Madison Oneill, 2006-04-07, F",2020-10-12,,,763224576,67.65,Commerce,Mkt&Fin,60.26,67.13,False,1,82.57,60.51,False,Comm&Mgmt,True
2020-01-01,"Robert Harrison, 2003-10-11, M",,,3.0,753020560,61.13,Arts,Mkt&HR,63.74,63.79,True,1,68.01,56.55,False,Comm&Mgmt,True
,Christian White,,31491.0,6.0,659662183,79.13,Commerce,Mkt&Fin,83.57,56.87,True,1,51.21,56.12,True,Comm&Mgmt,False
2020-07-24,Aaron King,,27866.0,3.0,583473218,71.37,Science,Mkt&HR,72.23,70.57,True,1,80.1,66.85,False,Comm&Mgmt,False
,"Sean Bailey, 2004-10-07, M",2020-08-18,36643.0,3.0,804758260,67.28,Commerce,Mkt&Fin,73.72,63.28,True,1,79.19,55.18,False,Comm&Mgmt,True
2020-07-27,"Tanner Smith, 1999-12-28, M",2020-11-04,29276.0,6.0,452467544,62.18,Arts,Mkt&Fin,71.49,66.87,True,1,59.35,58.7,True,Sci&Tech,True
2020-01-01,Suzanne Lopez,,26843.0,12.0,262615776,71.17,Science,Mkt&HR,50.43,66.87,True,1,56.81,63.78,True,Comm&Mgmt,False
2020-01-17,Michael Richardson,2020-08-14,33454.0,3.0,446591676,46.64,Science,Mkt&Fin,46.94,59.72,False,1,55.92,51.5,False,Comm&Mgmt,False
2020-01-01,Kimberly Mercer,,35379.0,3.0,608832214,81.9,Commerce,Mkt&Fin,75.57,78.69,True,1,70.52,75.24,True,Sci&Tech,False
2020-01-01,"Samuel Camacho, 2005-08-19, M",2020-07-08,28070.0,,475556791,55.15,Science,Mkt&Fin,70.8,62.35,False,1,74.78,58.18,False,Sci&Tech,True
2020-01-02,Patrick Taylor,,24481.0,,28855931,66.6,Commerce,Mkt&Fin,72.66,61.24,True,1,80.4,58.65,False,Sci&Tech,False
,"Jacqueline Li, 2003-02-10, F",,,12.0,178380979,67.63,Commerce,Mkt&Fin,74.1,72.79,True,1,68.58,66.86,False,Comm&Mgmt,True
2020-01-01,"Matthew Shields, 2004-01-24, M",,27513.0,3.0,929973877,60.31,Science,Mkt&HR,80.69,71.93,True,1,69.39,54.75,False,Sci&Tech,True
2020-07-07,"Manuel Mccarthy, 2004-06-18, M",2020-06-01,25996.0,3.0,718996692,64.31,Commerce,Mkt&Fin,66.17,74.71,True,1,94.61,53.01,False,Comm&Mgmt,True
,Joshua Freeman,,38465.0,6.0,613829396,50.96,Commerce,Mkt&HR,56.5,53.16,False,1,75.13,54.68,False,Sci&Tech,False
2020-03-24,"Nathan Johnson, 1999-01-17, M",2020-09-01,32896.0,3.0,829587882,52.81,Science,Mkt&HR,61.28,54.2,True,1,70.17,59.04,False,Comm&Mgmt,True
2020-01-01,"Jessica Price, 2002-05-12, F",2020-10-07,,12.0,878977201,53.51,Science,Mkt&Fin,55.26,63.55,False,1,77.63,57.16,False,Comm&Mgmt,True
2020-01-01,Isaiah Bell,2020-05-28,27810.0,3.0,806673768,52.68,Science,Mkt&HR,68.87,62.23,True,1,72.43,61.95,False,Comm&Mgmt,False
2020-03-31,"Joshua Harris, 2000-07-12, M",,29963.0,12.0,609139356,46.35,Science,Mkt&Fin,66.83,68.22,False,1,65.23,64.74,False,Sci&Tech,True
2020-07-27,"Matthew Whitehead, 2003-03-11, M",2020-06-29,40736.0,3.0,549961083,69.29,Science,Mkt&Fin,60.04,73.65,False,1,58.45,69.37,True,Sci&Tech,True
,Walter Cruz,2020-05-12,35613.0,3.0,148221923,79.12,Commerce,Mkt&Fin,83.61,74.7,True,1,85.83,56.89,True,Sci&Tech,False
,"Christopher Mcgee, 2004-10-22, M",,24752.0,3.0,121080173,83.94,Science,Mkt&Fin,79.96,76.87,True,1,59.5,67.69,True,Sci&Tech,True
,Dave Moore,2020-07-26,28023.0,3.0,899359098,79.95,Science,Mkt&Fin,75.2,89.19,True,1,93.13,71.5,False,Sci&Tech,False
,"Ronald Wright, 2003-05-11, M",2020-07-11,21243.0,3.0,988776401,55.3,Arts,Mkt&HR,73.52,68.03,True,1,79.93,64.74,False,Comm&Mgmt,True
,"Shane Molina, 2005-07-18, M",2020-06-14,,,171581774,60.24,Commerce,Mkt&Fin,48.13,59.33,True,1,77.62,57.95,True,Comm&Mgmt,True
,"Stacey Hart, 2004-12-20, F",2020-12-06,27034.0,12.0,139335410,68.44,Commerce,Mkt&Fin,67.02,69.53,True,1,55.54,67.71,True,Comm&Mgmt,True
2020-01-01,"Joseph Orozco, 2002-04-21, M",2020-04-30,,3.0,499882706,78.78,Science,Mkt&HR,81.61,69.16,True,1,55.16,73.05,False,Sci&Tech,True
,Chad Murphy,2020-09-18,31474.0,,691736714,63.32,Commerce,Mkt&HR,50.57,61.86,False,1,52.02,51.81,False,Sci&Tech,False
2020-04-27,"Christopher Woodward, 2003-12-11, M",2020-11-16,38514.0,12.0,123105782,78.76,Science,Mkt&HR,61.84,58.28,False,1,89.47,74.32,False,Comm&Mgmt,True
,"Andrew Horton, 2005-08-21, M",2020-08-22,32883.0,6.0,644202006,44.55,Science,Mkt&HR,49.96,50.0,False,1,51.27,55.66,False,Comm&Mgmt,True
2020-06-27,"Jennifer Newman, 1999-01-25, F",2021-01-09,,12.0,227461336,50.31,Arts,Mkt&Fin,56.8,53.99,False,1,74.69,71.75,True,Comm&Mgmt,True
2020-01-21,Robert Ayers,2020-07-17,26282.0,,205072353,64.04,Science,Mkt&Fin,70.01,57.75,True,1,76.35,58.16,True,Sci&Tech,False
,John Stone,2020-04-03,,3.0,698084395,56.16,Science,Mkt&HR,75.23,72.38,True,1,93.83,54.14,False,Comm&Mgmt,False
,Christopher Horn,2020-09-30,,6.0,625243887,78.39,Commerce,Mkt&HR,70.31,63.93,True,1,55.39,58.57,False,Sci&Tech,False
2020-01-19,Casey Robertson,2020-11-27,38935.0,6.0,197792504,75.6,Commerce,Mkt&Fin,67.85,63.81,True,1,88.46,58.1,True,Comm&Mgmt,False
2020-01-31,"Jennifer Martinez, 2002-09-14, F",2020-09-07,21411.0,,559199954,63.78,Commerce,Mkt&Fin,54.93,65.92,False,1,56.82,56.06,False,Comm&Mgmt,True
2020-01-03,Gabrielle Smith,,28051.0,6.0,123755563,49.08,Science,Mkt&Fin,63.57,59.61,False,1,75.84,64.01,False,Sci&Tech,False
2020-01-27,"Kevin Everett, 2004-10-23, M",2020-11-29,31222.0,12.0,983153083,51.72,Science,Mkt&Fin,53.62,52.58,True,1,79.46,59.72,True,Comm&Mgmt,True
2020-01-17,Samuel Alvarado,,22771.0,6.0,995475104,66.84,Commerce,Mkt&HR,75.85,60.51,True,1,66.61,61.15,False,Comm&Mgmt,False
2020-01-02,"Timothy Leonard, 2004-01-11, M",,29728.0,,229217862,76.06,Commerce,Mkt&Fin,61.07,58.35,False,1,80.61,54.86,False,Comm&Mgmt,True
2020-03-15,Jesse Garcia,,23348.0,,254563096,61.88,Arts,Mkt&Fin,62.78,68.2,False,1,68.69,63.99,False,Sci&Tech,False
2020-06-17,"Richard Thomas, 2005-03-03, M",2021-01-11,,3.0,819299402,89.35,Commerce,Mkt&Fin,83.46,57.52,True,1,75.65,62.73,False,Others,True
2020-01-01,"Tyler Rivera, 2001-01-11, M",,27325.0,3.0,158425367,63.83,Science,Mkt&Fin,76.99,75.32,True,1,97.47,59.29,True,Comm&Mgmt,True
2020-01-01,Wendy Simpson,2020-05-26,,3.0,313955136,64.22,Commerce,Mkt&Fin,62.95,64.48,True,1,78.09,66.11,True,Comm&Mgmt,False
2020-03-01,Teresa Lin,2020-08-07,32526.0,3.0,742862826,58.71,Science,Mkt&Fin,84.27,64.35,True,1,85.13,57.93,False,Sci&Tech,False
2020-01-01,Craig Castillo,2020-10-25,40484.0,12.0,403890155,70.79,Commerce,Mkt&Fin,80.57,71.14,True,1,64.71,62.72,False,Sci&Tech,False
2020-01-04,Lucas Weaver,,,,375143206,43.88,Commerce,Mkt&HR,53.49,60.5,True,1,53.01,57.62,False,Comm&Mgmt,False
2020-01-01,"Connor Thomas, 2005-12-27, M",,32834.0,6.0,157128356,68.59,Arts,Mkt&Fin,62.85,67.46,False,1,55.82,59.95,False,Sci&Tech,True
2020-01-26,Jonathan Henry,2020-05-15,,6.0,258498729,52.51,Commerce,Mkt&HR,54.96,50.11,False,1,50.77,55.04,False,Comm&Mgmt,False
,Brandon Mclean,2020-10-16,,6.0,315960798,61.72,Science,Mkt&HR,57.05,60.18,False,1,60.08,63.73,False,Comm&Mgmt,False
,Katie Glenn,2021-01-08,27853.0,12.0,635864832,59.28,Commerce,Mkt&Fin,56.77,65.83,False,1,52.68,57.68,True,Others,False
2020-01-01,Adam Ho,,,6.0,789020753,59.74,Science,Mkt&Fin,61.53,58.32,True,1,63.79,54.49,False,Comm&Mgmt,False
2020-01-01,"Kyle Griffin, 2004-08-01, M",2020-07-15,21393.0,,470292158,60.9,Commerce,Mkt&Fin,67.06,68.19,True,1,70.68,54.66,False,Comm&Mgmt,True
,Jonathan Smith,2020-08-17,26364.0,6.0,902358964,64.42,Commerce,Mkt&HR,54.53,64.88,False,1,73.56,68.3,True,Sci&Tech,False
2020-06-17,"Stacey Reeves, 1999-01-29, F",,28824.0,6.0,685771168,57.9,Science,Mkt&HR,52.03,61.19,False,1,67.57,58.96,False,Comm&Mgmt,True
2020-01-02,Justin Hogan,2020-05-15,,3.0,541440430,86.06,Commerce,Mkt&Fin,78.9,68.42,True,1,79.11,57.2,False,Comm&Mgmt,False
2020-01-01,"Robert Villa, 2000-09-01, M",2020-06-03,29886.0,6.0,280134259,76.8,Science,Mkt&Fin,66.83,73.14,False,1,82.5,60.23,False,Sci&Tech,True
,Courtney Miller,2020-05-21,24148.0,3.0,771881359,69.32,Commerce,Mkt&Fin,69.66,69.75,True,1,69.77,66.03,False,Comm&Mgmt,False
,Douglas Obrien,2020-07-13,30028.0,6.0,935794475,76.58,Commerce,Mkt&HR,81.47,71.48,True,1,61.23,63.85,True,Sci&Tech,False
,"Don Simpson, 2001-08-22, M",,32792.0,12.0,890288330,69.05,Commerce,Mkt&Fin,74.52,65.44,True,1,63.77,66.69,True,Comm&Mgmt,True
2020-01-01,"Shawn Maldonado, 2005-01-11, M",2020-03-26,,3.0,187892524,67.58,Commerce,Mkt&Fin,52.22,71.46,False,1,69.41,62.75,False,Comm&Mgmt,True
2020-01-04,Matthew Harrell,2020-04-15,27105.0,3.0,205665348,80.5,Commerce,Mkt&Fin,79.64,69.11,True,1,70.6,62.64,False,Comm&Mgmt,False
2020-02-02,Jason Lee,2020-09-26,,,534549881,48.92,Commerce,Mkt&Fin,59.02,57.69,True,1,50.36,58.25,False,Sci&Tech,False
,"Andrea Walker, 1999-05-27, F",2020-05-24,27352.0,3.0,211801212,92.31,Commerce,Mkt&Fin,89.4,84.96,True,1,65.39,77.6,False,Sci&Tech,True
2020-01-01,"Paul Carter, 2002-07-17, M",,,,859279211,82.08,Commerce,Mkt&HR,66.91,69.9,True,1,74.99,62.23,True,Comm&Mgmt,True
,Eric Bond,2020-12-02,27160.0,12.0,427438955,61.22,Science,Mkt&HR,62.2,62.09,False,1,92.33,62.35,False,Comm&Mgmt,False
2020-02-21,Robert King,,27440.0,6.0,973760657,74.39,Science,Mkt&Fin,84.08,67.53,True,1,67.14,66.18,True,Comm&Mgmt,False
2020-01-02,"Amy Gibbs, 1998-08-21, F",2020-09-20,38566.0,,118761055,62.24,Science,Mkt&HR,55.04,65.04,True,1,62.4,63.61,True,Comm&Mgmt,True
,Michael Tapia,2020-08-13,27299.0,6.0,838902062,69.78,Science,Mkt&Fin,50.64,70.27,True,1,52.6,58.63,True,Comm&Mgmt,False
2020-01-01,"David Weaver, 2004-04-24, M",2020-06-09,31816.0,,599982294,63.92,Commerce,Mkt&HR,64.26,64.68,True,1,65.89,66.23,False,Sci&Tech,True
2020-01-14,"Carlos Whitaker, 2003-01-16, M",2020-11-19,37730.0,,641882416,55.4,Science,Mkt&HR,60.05,62.79,False,1,65.89,60.93,True,Comm&Mgmt,True
2020-01-12,Richard Huerta,2020-05-21,33669.0,3.0,715955833,76.29,Science,Mkt&HR,81.22,74.89,True,1,97.94,63.56,False,Comm&Mgmt,False
2020-01-01,"Megan Holmes, 2004-08-23, F",2020-07-21,,,246488893,76.32,Commerce,Mkt&Fin,63.47,80.41,True,1,56.35,66.61,False,Comm&Mgmt,True
2020-01-04,John Howell,,36398.0,3.0,734694060,66.02,Science,Mkt&Fin,78.11,78.86,True,1,65.54,66.06,False,Sci&Tech,False
2020-07-22,Jesus Moses,2020-04-19,28585.0,3.0,292742704,65.83,Arts,Mkt&HR,77.75,60.2,True,1,82.73,63.35,True,Sci&Tech,False
,"Kristin Combs, 1999-01-04, F",2020-12-27,,12.0,787438738,60.94,Commerce,Mkt&Fin,76.84,66.5,True,1,52.9,66.62,False,Comm&Mgmt,True
,Ryan Li,,35999.0,6.0,468295401,95.23,Science,Mkt&Fin,79.33,70.15,True,1,67.96,61.68,False,Comm&Mgmt,False
,"Elizabeth Thomas, 1999-07-03, F",2020-08-09,,6.0,205612545,87.51,Commerce,Mkt&Fin,72.83,75.73,True,1,88.13,72.29,True,Sci&Tech,True
2020-06-23,"Jennifer Flores, 2003-09-02, F",,23450.0,3.0,646733335,64.71,Science,Mkt&Fin,72.04,67.03,False,1,80.97,62.08,False,Comm&Mgmt,True
2020-04-03,"Ashley Shaw, 2005-07-20, F",,27511.0,,979492642,41.86,Science,Mkt&Fin,49.05,68.43,False,1,73.54,61.28,False,Comm&Mgmt,True
,"William Fletcher, 2004-09-02, M",2020-05-24,20000.0,6.0,314034020,89.65,Commerce,Mkt&Fin,86.26,79.62,True,1,81.34,59.07,False,Comm&Mgmt,True
2020-01-08,Lawrence Morton,,25557.0,,20232663,63.79,Science,Mkt&HR,57.51,79.04,True,1,79.65,59.6,True,Comm&Mgmt,False
2020-01-24,"Raymond King, 2006-04-13, M",2020-07-27,,6.0,517011451,60.75,Science,Mkt&Fin,51.73,60.11,True,1,69.13,62.4,True,Comm&Mgmt,True
2020-01-10,"Dean Kelly, 1999-01-05, M",2020-09-12,,,395868932,71.93,Commerce,Mkt&Fin,79.18,67.93,True,1,83.4,54.41,True,Comm&Mgmt,True
2020-01-01,Mary Brown,2020-10-24,31063.0,12.0,517895478,53.6,Arts,Mkt&HR,54.8,64.69,False,1,57.49,61.64,True,Comm&Mgmt,False
2020-02-06,Cody Mack,2020-07-17,31139.0,,757477630,74.45,Arts,Mkt&HR,78.71,76.58,True,1,81.71,68.87,True,Comm&Mgmt,False
2020-03-25,Susan Jackson,2020-05-18,26890.0,3.0,939444223,86.99,Science,Mkt&HR,79.55,73.58,True,1,87.43,70.74,True,Comm&Mgmt,False
2020-02-11,"Stephen Adams, 2005-03-14, M",2020-12-16,26534.0,12.0,656668000,60.22,Commerce,Mkt&Fin,42.27,56.21,True,1,87.05,51.21,False,Others,True
,"Justin Burns, 2004-11-28, M",2020-06-18,29492.0,3.0,479641466,52.68,Commerce,Mkt&Fin,59.02,56.97,False,1,73.73,55.37,False,Comm&Mgmt,True
,Trevor Rose,2020-10-14,24637.0,6.0,568035697,70.0,Science,Mkt&Fin,76.82,58.67,True,1,65.83,52.16,False,Others,False
2020-06-20,Curtis Gross,2020-07-30,25775.0,6.0,96605281,47.73,Science,Mkt&HR,62.0,68.51,False,1,55.2,58.77,False,Sci&Tech,False
2020-03-25,"Jennifer Blevins, 1999-05-02, F",,29772.0,12.0,799177425,51.64,Science,Mkt&Fin,50.83,62.98,False,1,54.08,57.54,True,Comm&Mgmt,True
,John Dean,2020-11-13,34079.0,,152929456,61.3,Commerce,Mkt&Fin,48.36,57.86,False,1,61.54,55.55,False,Comm&Mgmt,False
,Latasha Butler,2020-08-16,26097.0,,517316274,64.42,Commerce,Mkt&Fin,45.57,61.3,False,2,60.97,66.67,True,Comm&Mgmt,False
,"Isaac Doyle, 2005-10-21, M",2020-07-14,27702.0,6.0,73136104,66.73,Science,Mkt&HR,74.05,67.06,True,1,74.69,58.86,False,Comm&Mgmt,True
2020-01-01,Ashley Jones,2020-05-30,,3.0,715509637,66.83,Commerce,Mkt&Fin,73.26,70.25,False,1,71.84,62.0,False,Comm&Mgmt,False
2020-02-15,Linda Wolfe,2020-10-11,23673.0,,345619766,59.66,Science,Mkt&HR,77.12,72.74,True,1,74.06,55.57,False,Comm&Mgmt,False
2020-03-20,Gary Ramos,2020-12-18,,,533575275,71.04,Commerce,Mkt&Fin,64.32,68.18,True,1,87.94,57.18,False,Comm&Mgmt,False
2020-01-01,Elizabeth Hensley,2020-08-01,,3.0,914711470,69.65,Commerce,Mkt&HR,74.89,68.57,True,1,87.56,66.33,False,Comm&Mgmt,False
,Robert Wilson,2020-07-25,,,817681142,69.76,Commerce,Mkt&HR,62.53,64.55,True,1,71.42,64.99,False,Sci&Tech,False
2020-03-29,"Robert Crawford, 1998-10-23, M",,,,957365760,82.67,Science,Mkt&HR,61.13,67.75,False,1,65.74,62.47,False,Sci&Tech,True
2020-07-06,Wendy Ramos,2021-01-07,40078.0,12.0,345899199,64.28,Science,Mkt&HR,76.46,76.02,True,1,54.28,65.33,False,Comm&Mgmt,False
2020-04-29,"Jasmine Weaver, 2004-07-07, F",2020-03-24,31225.0,3.0,530539637,59.28,Commerce,Mkt&HR,66.12,69.36,False,1,79.04,59.65,False,Comm&Mgmt,True
2020-01-01,"Samuel Watts, 2001-11-27, M",,25648.0,12.0,473065077,73.36,Science,Mkt&HR,66.3,70.31,True,1,50.87,59.09,False,Sci&Tech,True
,"Robert Evans, 2002-08-05, M",,,3.0,673260252,52.33,Commerce,Mkt&Fin,77.7,60.99,True,1,59.45,65.63,True,Comm&Mgmt,True
