credit_card,country_code,card_type,credit_card_info
675849686,MH,jcb,"675849686,MH,jcb"
158905134,ET,jcb,"158905134,ET,jcb"
453369653,EE,maestro,"453369653,EE,maestro"
681978977,VN,jcb,"681978977,VN,jcb"
89617468,NE,visa-electron,"89617468,NE,visa-electron"
753661406,NZ,instapayment,"753661406,NZ,instapayment"
487955992,HT,mastercard,"487955992,HT,mastercard"
993951124,PT,china-unionpay,"993951124,PT,china-unionpay"
111621639,TR,jcb,"111621639,TR,jcb"
659755166,HN,jcb,"659755166,HN,jcb"
782277672,PE,jcb,"782277672,PE,jcb"
817058776,IS,jcb,"817058776,IS,jcb"
82906173,FR,diners-club-enroute,"82906173,FR,diners-club-enroute"
856186192,GE,diners-club-enroute,"856186192,GE,diners-club-enroute"
941554658,KZ,diners-club-carte-blanche,"941554658,KZ,diners-club-carte-blanche"
834498760,SD,jcb,"834498760,SD,jcb"
465794337,ML,diners-club-enroute,"465794337,ML,diners-club-enroute"
157029897,GE,mastercard,"157029897,GE,mastercard"
893436262,DO,diners-club-enroute,"893436262,DO,diners-club-enroute"
914285476,TD,bankcard,"914285476,TD,bankcard"
226480753,US,jcb,"226480753,US,jcb"
721358839,ER,visa-electron,"721358839,ER,visa-electron"
131382182,MD,jcb,"131382182,MD,jcb"
943505773,PS,diners-club-us-ca,"943505773,PS,diners-club-us-ca"
531155603,ID,diners-club-international,"531155603,ID,diners-club-international"
215376621,GE,jcb,"215376621,GE,jcb"
350998084,SK,jcb,"350998084,SK,jcb"
599095689,PT,solo,"599095689,PT,solo"
181822415,TJ,laser,"181822415,TJ,laser"
860008710,DE,jcb,"860008710,DE,jcb"
94505388,TW,jcb,"94505388,TW,jcb"
621891959,BH,visa-electron,"621891959,BH,visa-electron"
291537512,US,maestro,"291537512,US,maestro"
58443741,GY,americanexpress,"58443741,GY,americanexpress"
314732239,BR,mastercard,"314732239,BR,mastercard"
192406430,TR,jcb,"192406430,TR,jcb"
502246468,DE,china-unionpay,"502246468,DE,china-unionpay"
945544916,PS,jcb,"945544916,PS,jcb"
483945000,FI,maestro,"483945000,FI,maestro"
950615867,CM,switch,"950615867,CM,switch"
232674435,HR,laser,"232674435,HR,laser"
72598946,BA,visa,"72598946,BA,visa"
207270198,GT,instapayment,"207270198,GT,instapayment"
569231171,GT,jcb,"569231171,GT,jcb"
903896127,CM,jcb,"903896127,CM,jcb"
170109692,BO,maestro,"170109692,BO,maestro"
314735757,ML,china-unionpay,"314735757,ML,china-unionpay"
549207507,SD,diners-club-enroute,"549207507,SD,diners-club-enroute"
101504454,SG,mastercard,"101504454,SG,mastercard"
13884410,MV,bankcard,"13884410,MV,bankcard"
793502175,MN,bankcard,"793502175,MN,bankcard"
447611953,ZW,visa,"447611953,ZW,visa"
40152614,DJ,jcb,"40152614,DJ,jcb"
79647083,QA,jcb,"79647083,QA,jcb"
292605955,MH,jcb,"292605955,MH,jcb"
126556888,CL,laser,"126556888,CL,laser"
379921490,PH,americanexpress,"379921490,PH,americanexpress"
299167942,BJ,diners-club-us-ca,"299167942,BJ,diners-club-us-ca"
451970057,RU,jcb,"451970057,RU,jcb"
681720957,PG,mastercard,"681720957,PG,mastercard"
790060704,AD,jcb,"790060704,AD,jcb"
135707799,BD,jcb,"135707799,BD,jcb"
44205259,DO,jcb,"44205259,DO,jcb"
856496508,PY,jcb,"856496508,PY,jcb"
496041377,US,jcb,"496041377,US,jcb"
272040038,ER,jcb,"272040038,ER,jcb"
834704944,CH,jcb,"834704944,CH,jcb"
509960718,GW,maestro,"509960718,GW,maestro"
860703289,CU,jcb,"860703289,CU,jcb"
907454708,ES,jcb,"907454708,ES,jcb"
570950539,MG,diners-club-enroute,"570950539,MG,diners-club-enroute"
528290413,AF,americanexpress,"528290413,AF,americanexpress"
25143876,BF,jcb,"25143876,BF,jcb"
298398551,CF,diners-club-us-ca,"298398551,CF,diners-club-us-ca"
644284095,PS,solo,"644284095,PS,solo"
1674223,AG,mastercard,"1674223,AG,mastercard"
542403963,AG,americanexpress,"542403963,AG,americanexpress"
287511776,BA,jcb,"287511776,BA,jcb"
411161916,LC,maestro,"411161916,LC,maestro"
534038497,NL,bankcard,"534038497,NL,bankcard"
654342618,US,maestro,"654342618,US,maestro"
166307280,BR,instapayment,"166307280,BR,instapayment"
180265867,SV,jcb,"180265867,SV,jcb"
36309310,CV,jcb,"36309310,CV,jcb"
572123356,KZ,jcb,"572123356,KZ,jcb"
530783464,GA,jcb,"530783464,GA,jcb"
670272711,NL,jcb,"670272711,NL,jcb"
375465111,ZM,jcb,"375465111,ZM,jcb"
242191164,LB,diners-club-enroute,"242191164,LB,diners-club-enroute"
389501816,KI,visa-electron,"389501816,KI,visa-electron"
521178044,LC,jcb,"521178044,LC,jcb"
202714847,SD,maestro,"202714847,SD,maestro"
202693566,PK,diners-club-carte-blanche,"202693566,PK,diners-club-carte-blanche"
528312906,AT,jcb,"528312906,AT,jcb"
696695240,BH,china-unionpay,"696695240,BH,china-unionpay"
214465877,ZA,maestro,"214465877,ZA,maestro"
754044719,MN,switch,"754044719,MN,switch"
474013409,LA,jcb,"474013409,LA,jcb"
980996810,GA,diners-club-carte-blanche,"980996810,GA,diners-club-carte-blanche"
808366061,MY,jcb,"808366061,MY,jcb"
801565659,MH,jcb,"801565659,MH,jcb"
878173158,DZ,mastercard,"878173158,DZ,mastercard"
660824467,BF,visa,"660824467,BF,visa"
676076290,RU,bankcard,"676076290,RU,bankcard"
492499124,AT,jcb,"492499124,AT,jcb"
512128352,VN,jcb,"512128352,VN,jcb"
251831180,EE,visa,"251831180,EE,visa"
496097137,MG,americanexpress,"496097137,MG,americanexpress"
892606710,LR,switch,"892606710,LR,switch"
837191031,AE,china-unionpay,"837191031,AE,china-unionpay"
36254082,IQ,diners-club-enroute,"36254082,IQ,diners-club-enroute"
532782257,PW,jcb,"532782257,PW,jcb"
997512682,KN,jcb,"997512682,KN,jcb"
388724786,LU,jcb,"388724786,LU,jcb"
359664650,NG,switch,"359664650,NG,switch"
103718985,BO,diners-club-enroute,"103718985,BO,diners-club-enroute"
714968762,SZ,jcb,"714968762,SZ,jcb"
357865343,ML,jcb,"357865343,ML,jcb"
74271842,PY,jcb,"74271842,PY,jcb"
416565402,AL,jcb,"416565402,AL,jcb"
883323782,AE,switch,"883323782,AE,switch"
719557264,ST,jcb,"719557264,ST,jcb"
872518362,LC,maestro,"872518362,LC,maestro"
73229173,LK,maestro,"73229173,LK,maestro"
223969616,LS,diners-club-enroute,"223969616,LS,diners-club-enroute"
936536635,JP,jcb,"936536635,JP,jcb"
446627608,GN,instapayment,"446627608,GN,instapayment"
452429384,MK,diners-club-enroute,"452429384,MK,diners-club-enroute"
275076514,TJ,jcb,"275076514,TJ,jcb"
963324538,LV,jcb,"963324538,LV,jcb"
1102145,AD,americanexpress,"1102145,AD,americanexpress"
762526800,TR,jcb,"762526800,TR,jcb"
520366692,TD,bankcard,"520366692,TD,bankcard"
254727989,TO,instapayment,"254727989,TO,instapayment"
890284693,MA,jcb,"890284693,MA,jcb"
56758051,MC,laser,"56758051,MC,laser"
375868503,SB,jcb,"375868503,SB,jcb"
439905547,ID,mastercard,"439905547,ID,mastercard"
823222137,VN,mastercard,"823222137,VN,mastercard"
508205026,CH,jcb,"508205026,CH,jcb"
55429368,BJ,jcb,"55429368,BJ,jcb"
463186750,KZ,jcb,"463186750,KZ,jcb"
613610249,AT,americanexpress,"613610249,AT,americanexpress"
301330952,PS,maestro,"301330952,PS,maestro"
228534941,VA,laser,"228534941,VA,laser"
228738358,NL,mastercard,"228738358,NL,mastercard"
828547122,KG,laser,"828547122,KG,laser"
946327163,DM,jcb,"946327163,DM,jcb"
934529989,CZ,jcb,"934529989,CZ,jcb"
716336682,CU,mastercard,"716336682,CU,mastercard"
834616874,BA,jcb,"834616874,BA,jcb"
412791999,GQ,jcb,"412791999,GQ,jcb"
577611605,HR,jcb,"577611605,HR,jcb"
146104722,SV,visa,"146104722,SV,visa"
982006491,ER,mastercard,"982006491,ER,mastercard"
557645718,MR,visa-electron,"557645718,MR,visa-electron"
932068510,ML,instapayment,"932068510,ML,instapayment"
66072901,GM,jcb,"66072901,GM,jcb"
577066052,SD,switch,"577066052,SD,switch"
560553217,BD,jcb,"560553217,BD,jcb"
421142309,SE,jcb,"421142309,SE,jcb"
626117010,VU,jcb,"626117010,VU,jcb"
444209096,VC,visa-electron,"444209096,VC,visa-electron"
44747115,TR,diners-club-carte-blanche,"44747115,TR,diners-club-carte-blanche"
732162661,AD,china-unionpay,"732162661,AD,china-unionpay"
849719975,DZ,jcb,"849719975,DZ,jcb"
950301868,LU,jcb,"950301868,LU,jcb"
603034875,SC,china-unionpay,"603034875,SC,china-unionpay"
833959366,LV,china-unionpay,"833959366,LV,china-unionpay"
264414106,UZ,jcb,"264414106,UZ,jcb"
449799696,BE,visa,"449799696,BE,visa"
324695987,SY,bankcard,"324695987,SY,bankcard"
326778219,SN,mastercard,"326778219,SN,mastercard"
628971359,SK,jcb,"628971359,SK,jcb"
518539171,TJ,laser,"518539171,TJ,laser"
44326382,RO,diners-club-enroute,"44326382,RO,diners-club-enroute"
570197055,SG,diners-club-us-ca,"570197055,SG,diners-club-us-ca"
490297628,MK,americanexpress,"490297628,MK,americanexpress"
991509714,PG,jcb,"991509714,PG,jcb"
597531204,ES,mastercard,"597531204,ES,mastercard"
85191185,GM,jcb,"85191185,GM,jcb"
330990277,BD,jcb,"330990277,BD,jcb"
419536669,SZ,jcb,"419536669,SZ,jcb"
210568403,GD,bankcard,"210568403,GD,bankcard"
919604336,MN,diners-club-enroute,"919604336,MN,diners-club-enroute"
554018533,GW,solo,"554018533,GW,solo"
886370093,GT,jcb,"886370093,GT,jcb"
787847835,NP,solo,"787847835,NP,solo"
817136603,EE,mastercard,"817136603,EE,mastercard"
147118767,AL,jcb,"147118767,AL,jcb"
482895997,BW,switch,"482895997,BW,switch"
180771607,SB,mastercard,"180771607,SB,mastercard"
245415181,CA,jcb,"245415181,CA,jcb"
306148952,LV,instapayment,"306148952,LV,instapayment"
442931434,GQ,mastercard,"442931434,GQ,mastercard"
162872763,AE,jcb,"162872763,AE,jcb"
318541478,MW,jcb,"318541478,MW,jcb"
391916303,JM,jcb,"391916303,JM,jcb"
553826255,GM,americanexpress,"553826255,GM,americanexpress"
838405924,MG,americanexpress,"838405924,MG,americanexpress"
83749187,BN,diners-club-carte-blanche,"83749187,BN,diners-club-carte-blanche"
617638234,CG,laser,"617638234,CG,laser"
703969436,MD,maestro,"703969436,MD,maestro"
184296011,AR,jcb,"184296011,AR,jcb"
655336965,GY,laser,"655336965,GY,laser"
920860245,NZ,bankcard,"920860245,NZ,bankcard"
999787051,ER,jcb,"999787051,ER,jcb"
270597340,GQ,jcb,"270597340,GQ,jcb"
572890849,CZ,jcb,"572890849,CZ,jcb"
155712090,AE,bankcard,"155712090,AE,bankcard"
324740864,TT,jcb,"324740864,TT,jcb"
870425481,ST,jcb,"870425481,ST,jcb"
701999831,MC,switch,"701999831,MC,switch"
641065539,VC,bankcard,"641065539,VC,bankcard"
979031243,RW,jcb,"979031243,RW,jcb"
155716845,LV,jcb,"155716845,LV,jcb"
390659165,SL,visa-electron,"390659165,SL,visa-electron"
999637750,VC,maestro,"999637750,VC,maestro"
930052334,GB,instapayment,"930052334,GB,instapayment"
324026029,ML,jcb,"324026029,ML,jcb"
979908938,PE,visa-electron,"979908938,PE,visa-electron"
209505330,PS,bankcard,"209505330,PS,bankcard"
298747328,BI,visa-electron,"298747328,BI,visa-electron"
544027041,US,visa,"544027041,US,visa"
793872622,PW,jcb,"793872622,PW,jcb"
573038433,MR,jcb,"573038433,MR,jcb"
203561406,LV,visa,"203561406,LV,visa"
485178718,PG,mastercard,"485178718,PG,mastercard"
179736840,PG,jcb,"179736840,PG,jcb"
880663504,DM,jcb,"880663504,DM,jcb"
975281119,BF,jcb,"975281119,BF,jcb"
746479765,PH,jcb,"746479765,PH,jcb"
853663454,IT,jcb,"853663454,IT,jcb"
309577871,AE,jcb,"309577871,AE,jcb"
195841804,AO,jcb,"195841804,AO,jcb"
931240346,CY,jcb,"931240346,CY,jcb"
629107046,SE,jcb,"629107046,SE,jcb"
931390315,IE,maestro,"931390315,IE,maestro"
567311145,MR,diners-club-enroute,"567311145,MR,diners-club-enroute"
410699013,SG,visa,"410699013,SG,visa"
257947230,CO,solo,"257947230,CO,solo"
8801967,HT,maestro,"8801967,HT,maestro"
3724812,GT,jcb,"3724812,GT,jcb"
104612377,MN,visa-electron,"104612377,MN,visa-electron"
302906795,UY,diners-club-carte-blanche,"302906795,UY,diners-club-carte-blanche"
366800514,DE,jcb,"366800514,DE,jcb"
724004742,SV,jcb,"724004742,SV,jcb"
531276015,MY,laser,"531276015,MY,laser"
484156900,BN,jcb,"484156900,BN,jcb"
575603193,MN,jcb,"575603193,MN,jcb"
436121709,PY,visa-electron,"436121709,PY,visa-electron"
491620049,PY,jcb,"491620049,PY,jcb"
470735708,DO,maestro,"470735708,DO,maestro"
711315475,SL,diners-club-enroute,"711315475,SL,diners-club-enroute"
747386130,LI,maestro,"747386130,LI,maestro"
399966159,AD,jcb,"399966159,AD,jcb"
60296627,GD,jcb,"60296627,GD,jcb"
424320792,ES,jcb,"424320792,ES,jcb"
551322635,WS,visa-electron,"551322635,WS,visa-electron"
944744792,PY,jcb,"944744792,PY,jcb"
341021300,MA,maestro,"341021300,MA,maestro"
354946289,KM,laser,"354946289,KM,laser"
455299069,JM,jcb,"455299069,JM,jcb"
229511601,PA,jcb,"229511601,PA,jcb"
174735823,GD,jcb,"174735823,GD,jcb"
480794637,ET,jcb,"480794637,ET,jcb"
320900426,BY,jcb,"320900426,BY,jcb"
736371072,IQ,diners-club-carte-blanche,"736371072,IQ,diners-club-carte-blanche"
338858181,KI,jcb,"338858181,KI,jcb"
74030128,MR,visa,"74030128,MR,visa"
973327402,ER,jcb,"973327402,ER,jcb"
152326619,MU,bankcard,"152326619,MU,bankcard"
274905450,CN,diners-club-enroute,"274905450,CN,diners-club-enroute"
842617478,PL,visa-electron,"842617478,PL,visa-electron"
213790923,DJ,china-unionpay,"213790923,DJ,china-unionpay"
559509098,LT,instapayment,"559509098,LT,instapayment"
550829452,MR,jcb,"550829452,MR,jcb"
976833097,PY,visa-electron,"976833097,PY,visa-electron"
604411714,IQ,jcb,"604411714,IQ,jcb"
884553272,KZ,maestro,"884553272,KZ,maestro"
478374814,ZW,jcb,"478374814,ZW,jcb"
285588209,TD,bankcard,"285588209,TD,bankcard"
397908841,TV,china-unionpay,"397908841,TV,china-unionpay"
839273486,NZ,jcb,"839273486,NZ,jcb"
582025754,IE,switch,"582025754,IE,switch"
326258365,YE,jcb,"326258365,YE,jcb"
979183879,GR,laser,"979183879,GR,laser"
135668007,HU,visa,"135668007,HU,visa"
597924735,SD,mastercard,"597924735,SD,mastercard"
80234663,CI,visa-electron,"80234663,CI,visa-electron"
142435174,AT,americanexpress,"142435174,AT,americanexpress"
895312174,MW,jcb,"895312174,MW,jcb"
381929078,MN,jcb,"381929078,MN,jcb"
110722964,BN,diners-club-carte-blanche,"110722964,BN,diners-club-carte-blanche"
836806086,VU,jcb,"836806086,VU,jcb"
678300934,AZ,jcb,"678300934,AZ,jcb"
905948789,IN,jcb,"905948789,IN,jcb"
769600927,JM,jcb,"769600927,JM,jcb"
211213671,PK,jcb,"211213671,PK,jcb"
948500280,BR,jcb,"948500280,BR,jcb"
459473295,SB,jcb,"459473295,SB,jcb"
835437599,ME,jcb,"835437599,ME,jcb"
830222418,BZ,switch,"830222418,BZ,switch"
743642868,ME,laser,"743642868,ME,laser"
568868198,IE,jcb,"568868198,IE,jcb"
965677931,ST,jcb,"965677931,ST,jcb"
866547470,TL,visa-electron,"866547470,TL,visa-electron"
446605000,UG,americanexpress,"446605000,UG,americanexpress"
921225017,HU,laser,"921225017,HU,laser"
202319003,BS,instapayment,"202319003,BS,instapayment"
892343628,SN,jcb,"892343628,SN,jcb"
478933340,HU,mastercard,"478933340,HU,mastercard"
14749975,CR,switch,"14749975,CR,switch"
771182400,SC,jcb,"771182400,SC,jcb"
538336456,WS,instapayment,"538336456,WS,instapayment"
945827559,TR,jcb,"945827559,TR,jcb"
103094342,IE,visa,"103094342,IE,visa"
46782114,SZ,americanexpress,"46782114,SZ,americanexpress"
354183552,SK,jcb,"354183552,SK,jcb"
785628519,TN,jcb,"785628519,TN,jcb"
603041469,EC,mastercard,"603041469,EC,mastercard"
919859783,LT,china-unionpay,"919859783,LT,china-unionpay"
679751123,TG,laser,"679751123,TG,laser"
355779908,IT,instapayment,"355779908,IT,instapayment"
932554738,DM,jcb,"932554738,DM,jcb"
52404745,PS,mastercard,"52404745,PS,mastercard"
820355919,CI,china-unionpay,"820355919,CI,china-unionpay"
800802669,LA,jcb,"800802669,LA,jcb"
380924981,MU,jcb,"380924981,MU,jcb"
32121945,BD,jcb,"32121945,BD,jcb"
169430887,NG,jcb,"169430887,NG,jcb"
892676156,LA,mastercard,"892676156,LA,mastercard"
507131268,PH,mastercard,"507131268,PH,mastercard"
773510246,IE,jcb,"773510246,IE,jcb"
151578645,KE,jcb,"151578645,KE,jcb"
492125385,RO,jcb,"492125385,RO,jcb"
615820019,SL,americanexpress,"615820019,SL,americanexpress"
568062241,DO,americanexpress,"568062241,DO,americanexpress"
20673333,BN,diners-club-international,"20673333,BN,diners-club-international"
632843427,GT,diners-club-carte-blanche,"632843427,GT,diners-club-carte-blanche"
930250451,QA,jcb,"930250451,QA,jcb"
106935329,KI,jcb,"106935329,KI,jcb"
203525084,BY,jcb,"203525084,BY,jcb"
446198999,EE,bankcard,"446198999,EE,bankcard"
464225710,YE,china-unionpay,"464225710,YE,china-unionpay"
292557673,SZ,maestro,"292557673,SZ,maestro"
553897563,NR,diners-club-enroute,"553897563,NR,diners-club-enroute"
633335212,SZ,diners-club-enroute,"633335212,SZ,diners-club-enroute"
682249341,AT,jcb,"682249341,AT,jcb"
606027362,NZ,jcb,"606027362,NZ,jcb"
948487083,CL,laser,"948487083,CL,laser"
795540178,FI,jcb,"795540178,FI,jcb"
57629845,KW,diners-club-enroute,"57629845,KW,diners-club-enroute"
158698446,ES,americanexpress,"158698446,ES,americanexpress"
37619874,KM,jcb,"37619874,KM,jcb"
50784178,ID,jcb,"50784178,ID,jcb"
253870413,BE,maestro,"253870413,BE,maestro"
230737556,CO,visa-electron,"230737556,CO,visa-electron"
896394211,CH,mastercard,"896394211,CH,mastercard"
575616768,BD,mastercard,"575616768,BD,mastercard"
896251380,LU,jcb,"896251380,LU,jcb"
491044174,DO,jcb,"491044174,DO,jcb"
850975965,SR,jcb,"850975965,SR,jcb"
329020588,AZ,jcb,"329020588,AZ,jcb"
67703534,LK,jcb,"67703534,LK,jcb"
386025311,CM,china-unionpay,"386025311,CM,china-unionpay"
814769356,IL,diners-club-enroute,"814769356,IL,diners-club-enroute"
824023862,JO,americanexpress,"824023862,JO,americanexpress"
156624491,MR,jcb,"156624491,MR,jcb"
490147335,TR,maestro,"490147335,TR,maestro"
762142534,KN,bankcard,"762142534,KN,bankcard"
694918122,GT,jcb,"694918122,GT,jcb"
269337427,EE,switch,"269337427,EE,switch"
46493048,DO,china-unionpay,"46493048,DO,china-unionpay"
929658906,IS,maestro,"929658906,IS,maestro"
889453811,PT,jcb,"889453811,PT,jcb"
438087267,DO,diners-club-us-ca,"438087267,DO,diners-club-us-ca"
150762240,PE,jcb,"150762240,PE,jcb"
60852122,AZ,diners-club-carte-blanche,"60852122,AZ,diners-club-carte-blanche"
665693527,IR,visa,"665693527,IR,visa"
274211366,IN,diners-club-enroute,"274211366,IN,diners-club-enroute"
60853055,NL,switch,"60853055,NL,switch"
401683284,PE,jcb,"401683284,PE,jcb"
406032868,UY,mastercard,"406032868,UY,mastercard"
127476049,HU,mastercard,"127476049,HU,mastercard"
106383173,DZ,diners-club-enroute,"106383173,DZ,diners-club-enroute"
550362990,SO,mastercard,"550362990,SO,mastercard"
961429445,AD,jcb,"961429445,AD,jcb"
444170230,MX,maestro,"444170230,MX,maestro"
445514098,MU,switch,"445514098,MU,switch"
553593179,SA,jcb,"553593179,SA,jcb"
702384530,SB,visa,"702384530,SB,visa"
582856238,KR,mastercard,"582856238,KR,mastercard"
192620566,IQ,jcb,"192620566,IQ,jcb"
720880234,CH,switch,"720880234,CH,switch"
876594720,IS,switch,"876594720,IS,switch"
250078672,LI,jcb,"250078672,LI,jcb"
61621851,MD,jcb,"61621851,MD,jcb"
853988152,NO,diners-club-carte-blanche,"853988152,NO,diners-club-carte-blanche"
560793435,PS,jcb,"560793435,PS,jcb"
790142896,FJ,jcb,"790142896,FJ,jcb"
777959922,AG,switch,"777959922,AG,switch"
22890856,GR,jcb,"22890856,GR,jcb"
185632215,IQ,jcb,"185632215,IQ,jcb"
684160224,FM,diners-club-enroute,"684160224,FM,diners-club-enroute"
170183000,VU,jcb,"170183000,VU,jcb"
42505697,SZ,jcb,"42505697,SZ,jcb"
464492254,SL,instapayment,"464492254,SL,instapayment"
592939639,MU,americanexpress,"592939639,MU,americanexpress"
448230445,UZ,mastercard,"448230445,UZ,mastercard"
148503549,MY,visa,"148503549,MY,visa"
26135841,AT,americanexpress,"26135841,AT,americanexpress"
232538428,GR,jcb,"232538428,GR,jcb"
306213237,TH,jcb,"306213237,TH,jcb"
837877175,CO,diners-club-carte-blanche,"837877175,CO,diners-club-carte-blanche"
950014919,GT,bankcard,"950014919,GT,bankcard"
85783954,LR,jcb,"85783954,LR,jcb"
972085904,TG,china-unionpay,"972085904,TG,china-unionpay"
533316566,ZM,jcb,"533316566,ZM,jcb"
57136694,DK,instapayment,"57136694,DK,instapayment"
231345877,AG,maestro,"231345877,AG,maestro"
956897020,JM,jcb,"956897020,JM,jcb"
547407352,CD,diners-club-us-ca,"547407352,CD,diners-club-us-ca"
217579066,BI,laser,"217579066,BI,laser"
946572342,LA,diners-club-enroute,"946572342,LA,diners-club-enroute"
365501511,MV,jcb,"365501511,MV,jcb"
549654106,AD,jcb,"549654106,AD,jcb"
552688480,BR,jcb,"552688480,BR,jcb"
238918001,IR,china-unionpay,"238918001,IR,china-unionpay"
454803046,LB,mastercard,"454803046,LB,mastercard"
618749340,MM,mastercard,"618749340,MM,mastercard"
156919773,ZA,jcb,"156919773,ZA,jcb"
708150129,RO,jcb,"708150129,RO,jcb"
65680807,BZ,instapayment,"65680807,BZ,instapayment"
457253995,LY,jcb,"457253995,LY,jcb"
989073976,BI,jcb,"989073976,BI,jcb"
270770802,GD,diners-club-carte-blanche,"270770802,GD,diners-club-carte-blanche"
895368583,TO,jcb,"895368583,TO,jcb"
891977600,ME,jcb,"891977600,ME,jcb"
154241010,MW,diners-club-us-ca,"154241010,MW,diners-club-us-ca"
764230920,BW,jcb,"764230920,BW,jcb"
825260287,ET,china-unionpay,"825260287,ET,china-unionpay"
776681437,MU,solo,"776681437,MU,solo"
682177114,FJ,china-unionpay,"682177114,FJ,china-unionpay"
367288924,TD,jcb,"367288924,TD,jcb"
242379257,MR,jcb,"242379257,MR,jcb"
190204577,JM,visa-electron,"190204577,JM,visa-electron"
666608078,LU,maestro,"666608078,LU,maestro"
293986172,SC,switch,"293986172,SC,switch"
845119206,CY,americanexpress,"845119206,CY,americanexpress"
526789871,PK,americanexpress,"526789871,PK,americanexpress"
518312220,EE,jcb,"518312220,EE,jcb"
819270455,TM,china-unionpay,"819270455,TM,china-unionpay"
824457051,KG,switch,"824457051,KG,switch"
159501287,CO,jcb,"159501287,CO,jcb"
138635058,AT,diners-club-international,"138635058,AT,diners-club-international"
340293806,TD,diners-club-us-ca,"340293806,TD,diners-club-us-ca"
170557583,BS,mastercard,"170557583,BS,mastercard"
597887790,PW,visa,"597887790,PW,visa"
560695540,ZM,jcb,"560695540,ZM,jcb"
272846828,PY,jcb,"272846828,PY,jcb"
735129945,BF,diners-club-enroute,"735129945,BF,diners-club-enroute"
846699315,CH,americanexpress,"846699315,CH,americanexpress"
827253367,NI,jcb,"827253367,NI,jcb"
446006441,TR,instapayment,"446006441,TR,instapayment"
952105228,TN,diners-club-carte-blanche,"952105228,TN,diners-club-carte-blanche"
239996696,BB,jcb,"239996696,BB,jcb"
228103925,NR,jcb,"228103925,NR,jcb"
550975207,IT,jcb,"550975207,IT,jcb"
989953348,MH,solo,"989953348,MH,solo"
612726562,CL,instapayment,"612726562,CL,instapayment"
220602767,VE,americanexpress,"220602767,VE,americanexpress"
113771516,EC,jcb,"113771516,EC,jcb"
39133262,CD,jcb,"39133262,CD,jcb"
568516029,LS,visa-electron,"568516029,LS,visa-electron"
430751894,TJ,diners-club-carte-blanche,"430751894,TJ,diners-club-carte-blanche"
940806125,KZ,jcb,"940806125,KZ,jcb"
331910760,MZ,maestro,"331910760,MZ,maestro"
595226415,CV,jcb,"595226415,CV,jcb"
468674264,BG,maestro,"468674264,BG,maestro"
876168093,KM,visa-electron,"876168093,KM,visa-electron"
405871011,DZ,americanexpress,"405871011,DZ,americanexpress"
695353945,GB,jcb,"695353945,GB,jcb"
306959703,VE,diners-club-enroute,"306959703,VE,diners-club-enroute"
792067419,CL,diners-club-carte-blanche,"792067419,CL,diners-club-carte-blanche"
365136535,BB,mastercard,"365136535,BB,mastercard"
49749505,ZM,jcb,"49749505,ZM,jcb"
244035390,MK,americanexpress,"244035390,MK,americanexpress"
96387071,TW,americanexpress,"96387071,TW,americanexpress"
257976227,TT,jcb,"257976227,TT,jcb"
258536631,CZ,jcb,"258536631,CZ,jcb"
639234682,UY,switch,"639234682,UY,switch"
101841684,TH,americanexpress,"101841684,TH,americanexpress"
311710867,KG,jcb,"311710867,KG,jcb"
495182273,HT,switch,"495182273,HT,switch"
999366771,JP,jcb,"999366771,JP,jcb"
633756377,GM,mastercard,"633756377,GM,mastercard"
674869352,AU,laser,"674869352,AU,laser"
303627170,IR,diners-club-enroute,"303627170,IR,diners-club-enroute"
939774239,HR,mastercard,"939774239,HR,mastercard"
923991811,MR,jcb,"923991811,MR,jcb"
822697245,HR,diners-club-enroute,"822697245,HR,diners-club-enroute"
430043025,KN,jcb,"430043025,KN,jcb"
454640669,RU,jcb,"454640669,RU,jcb"
744964917,AL,mastercard,"744964917,AL,mastercard"
457998625,ML,solo,"457998625,ML,solo"
537136421,ET,instapayment,"537136421,ET,instapayment"
33098715,BN,jcb,"33098715,BN,jcb"
931375830,TH,jcb,"931375830,TH,jcb"
141797589,SV,jcb,"141797589,SV,jcb"
861109720,LU,jcb,"861109720,LU,jcb"
44666819,CN,visa,"44666819,CN,visa"
271214536,CV,jcb,"271214536,CV,jcb"
682099523,ME,diners-club-carte-blanche,"682099523,ME,diners-club-carte-blanche"
694105270,ZM,jcb,"694105270,ZM,jcb"
499459486,NL,solo,"499459486,NL,solo"
472726195,SM,visa,"472726195,SM,visa"
133677266,RO,diners-club-carte-blanche,"133677266,RO,diners-club-carte-blanche"
330318589,SE,jcb,"330318589,SE,jcb"
57680407,GN,diners-club-enroute,"57680407,GN,diners-club-enroute"
146433302,JP,jcb,"146433302,JP,jcb"
246875342,KN,maestro,"246875342,KN,maestro"
795741757,DK,jcb,"795741757,DK,jcb"
460399375,SZ,mastercard,"460399375,SZ,mastercard"
242901628,LC,jcb,"242901628,LC,jcb"
971607341,NP,americanexpress,"971607341,NP,americanexpress"
213893751,VC,visa,"213893751,VC,visa"
990194469,SE,jcb,"990194469,SE,jcb"
738610670,ID,diners-club-us-ca,"738610670,ID,diners-club-us-ca"
845460634,CV,jcb,"845460634,CV,jcb"
136678049,HT,switch,"136678049,HT,switch"
169775572,TJ,visa-electron,"169775572,TJ,visa-electron"
115627676,IS,switch,"115627676,IS,switch"
67585397,ZA,americanexpress,"67585397,ZA,americanexpress"
